x, y, z 
39.943557000000006, -75.19989483333333, -8.510000228881836
39.943557166666665, -75.19989516666666, -8.520000457763672
39.94355733333334, -75.19989566666666, -8.520000457763672
39.9435575, -75.19989600000001, -8.25
39.9435575, -75.19989616666666, -8.489999771118164
39.94355766666667, -75.19989650000001, -8.239999771118164
39.94355783333333, -75.19989683333333, -8.170000076293945
39.943558, -75.19989716666667, -8.220000267028809
39.943558333333335, -75.19989766666666, -8.5
39.9435585, -75.19989816666666, -8.229999542236328
39.943558833333334, -75.19989916666667, -8.210000038146973
39.943558833333334, -75.19989983333333, -8.210000038146973
39.943559, -75.1999005, -8.220000267028809
39.943559, -75.19990116666666, -8.420000076293945
39.94355916666667, -75.19990183333333, -8.220000267028809
39.94355933333333, -75.19990250000001, -8.420000076293945
39.9435595, -75.19990316666667, -8.1899995803833
39.94355966666667, -75.19990383333334, -8.199999809265137
39.943560000000005, -75.19990483333332, -8.199999809265137
39.943560166666664, -75.19990533333333, -8.1899995803833
39.943560166666664, -75.19990516666667, -8.4399995803833
39.943560000000005, -75.1999045, -8.430000305175781
39.9435595, -75.19990349999999, -8.460000038146973
39.9435585, -75.19990233333333, -8.479999542236328
39.94355733333334, -75.19990183333333, -8.710000038146973
39.943555999999994, -75.1999015, -8.710000038146973
39.943554, -75.19990216666666, -8.729999542236328
39.943552833333335, -75.19990316666667, -8.779999732971191
39.9435515, -75.19990516666667, -8.550000190734863
39.94355033333333, -75.199907, -8.5600004196167
39.94354916666667, -75.19990866666667, -8.550000190734863
39.943548666666665, -75.19991116666667, -8.550000190734863
39.9435485, -75.19991416666667, -8.550000190734863
39.943549, -75.199918, -7.820000171661377
39.94354966666666, -75.19991966666666, -7.71999979019165
39.94355083333333, -75.19992166666665, -7.730000019073486
39.943552, -75.19992383333333, -7.730000019073486
39.9435535, -75.199926, -7.760000228881836
39.94355483333333, -75.1999285, -7.840000152587891
39.94355666666667, -75.19993033333334, -7.96999979019165
39.94355766666667, -75.19993316666667, -8.020000457763672
39.94355933333333, -75.1999375, -8.199999809265137
39.943560166666664, -75.19994, -8.180000305175781
39.94356083333333, -75.19994249999999, -8.1899995803833
39.943561333333335, -75.19994383333332, -8.1899995803833
39.9435615, -75.19994533333333, -8.199999809265137
39.943562166666666, -75.19994849999999, -8.180000305175781
39.943563499999996, -75.19995083333333, -7.929999828338623
39.94356383333333, -75.19995250000001, -7.940000057220459
39.94356366666667, -75.19995466666666, -8.140000343322754
39.94356383333333, -75.19995716666668, -8.180000305175781
39.943564, -75.1999595, -8.260000228881836
39.943564333333335, -75.19996250000001, -8.220000267028809
39.943565, -75.1999665, -8.199999809265137
39.94356583333333, -75.1999715, -8.1899995803833
39.94356683333333, -75.19997683333332, -8.25
39.943568166666665, -75.19998266666667, -8.180000305175781
39.94356983333333, -75.19999166666666, -8.220000267028809
39.943571, -75.19999683333334, -8.239999771118164
39.943572499999995, -75.20000183333333, -8.170000076293945
39.94357316666667, -75.20000683333333, -8.270000457763672
39.943574166666664, -75.2000115, -8.3100004196167
39.943575, -75.20001583333332, -8.170000076293945
39.94357566666667, -75.20001966666668, -8.199999809265137
39.943576666666665, -75.20002516666666, -8.270000457763672
39.94357766666667, -75.20002916666667, -8.3100004196167
39.943578333333335, -75.20003283333334, -8.279999732971191
39.94357916666667, -75.20003616666666, -8.239999771118164
39.943579666666665, -75.2000395, -8.289999961853027
39.94358033333333, -75.20004283333333, -8.180000305175781
39.943580833333336, -75.20004616666667, -8.130000114440918
39.9435815, -75.20004916666667, -8.140000343322754
39.943582500000005, -75.20005383333334, -8.199999809265137
39.94358316666667, -75.20005683333333, -8.3100004196167
39.94358366666667, -75.20005983333334, -8.260000228881836
39.943584333333334, -75.20006266666665, -8.260000228881836
39.94358483333333, -75.20006533333334, -8.25
39.94358516666667, -75.20006783333334, -8.260000228881836
39.943585500000005, -75.20007033333333, -8.34000015258789
39.943585999999996, -75.20007383333333, -8.239999771118164
39.94358633333333, -75.2000765, -8.260000228881836
39.943586833333335, -75.20007916666667, -8.25
39.94358733333333, -75.20008183333333, -8.239999771118164
39.943587666666666, -75.20008466666667, -8.3100004196167
39.94358833333333, -75.20008750000001, -8.279999732971191
39.943588999999996, -75.20009033333334, -8.239999771118164
39.9435895, -75.20009333333334, -8.3100004196167
39.9435905, -75.20009766666666, -8.270000457763672
39.94359116666667, -75.20010066666667, -8.319999694824219
39.94359166666666, -75.2001035, -8.369999885559082
39.94359233333333, -75.20010649999999, -8.289999961853027
39.943593166666666, -75.2001095, -8.449999809265137
39.94359383333333, -75.20011249999999, -8.430000305175781
39.94359466666666, -75.2001155, -8.460000038146973
39.94359533333333, -75.20011833333334, -8.460000038146973
39.943596166666666, -75.20012266666666, -8.520000457763672
39.94359683333333, -75.20012533333333, -8.550000190734863
39.9435975, -75.20012833333334, -8.609999656677246
39.94359833333333, -75.200131, -8.569999694824219
39.943599666666664, -75.20013433333334, -8.619999885559082
39.94360066666666, -75.20013733333333, -8.579999923706055
39.943601333333326, -75.20013999999999, -8.539999961853027
39.943602166666665, -75.20014283333333, -8.579999923706055
39.9436035, -75.20014683333333, -8.470000267028809
39.943604, -75.20014916666668, -8.449999809265137
39.9436045, -75.20015166666667, -8.380000114440918
39.943605000000005, -75.20015416666666, -8.420000076293945
39.94360566666667, -75.20015666666667, -8.359999656677246
39.943606333333335, -75.20015966666666, -8.350000381469727
39.943607166666666, -75.2001625, -8.430000305175781
39.94360783333333, -75.2001655, -8.390000343322754
39.943609, -75.20017, -8.300000190734863
39.94360966666667, -75.20017283333333, -8.239999771118164
