x, y, z 
39.943428499999996, -75.19973816666668, -6.840000152587891
39.94342783333333, -75.19973883333334, -6.820000171661377
39.9434275, -75.19973916666666, -6.809999942779541
39.943427166666666, -75.1997395, -6.820000171661377
39.94342683333333, -75.19973983333333, -6.820000171661377
39.943426333333335, -75.1997405, -6.820000171661377
39.943426, -75.19974099999999, -6.800000190734863
39.943425833333336, -75.1997415, -6.050000190734863
39.943425166666664, -75.199742, -6.039999961853027
39.943425000000005, -75.19974216666667, -6.039999961853027
39.94342483333333, -75.19974233333333, -5.940000057220459
39.943425000000005, -75.19974266666667, -6.010000228881836
39.943425000000005, -75.19974283333333, -6.010000228881836
39.94342466666667, -75.19974283333333, -6.03000020980835
39.94342433333334, -75.19974333333333, -6.03000020980835
39.943424, -75.19974350000001, -5.920000076293945
39.9434235, -75.19974366666666, -5.909999847412109
39.94342316666667, -75.19974383333333, -5.909999847412109
39.94342283333334, -75.19974383333333, -6.0
39.94342266666667, -75.19974366666666, -5.920000076293945
39.94342233333334, -75.19974366666666, -6.03000020980835
39.94342233333334, -75.19974350000001, -6.079999923706055
39.94342233333334, -75.19974316666666, -6.010000228881836
39.94342266666667, -75.1997425, -5.929999828338623
39.94342366666667, -75.19974033333332, -5.900000095367432
39.94342433333334, -75.1997385, -5.980000019073486
39.94342533333334, -75.199737, -6.059999942779541
39.943426333333335, -75.1997355, -6.400000095367432
39.943427, -75.199734, -6.829999923706055
39.943428000000004, -75.19973283333334, -6.840000152587891
39.943428833333336, -75.19973166666666, -6.849999904632568
39.94342983333333, -75.19973033333333, -6.880000114440918
39.943431499999996, -75.19972816666667, -6.920000076293945
39.943432333333334, -75.199727, -7.369999885559082
39.943433, -75.199726, -7.429999828338623
39.94343366666667, -75.19972516666667, -7.46999979019165
39.943434333333336, -75.19972416666666, -7.449999809265137
39.943434833333335, -75.19972333333334, -7.480000019073486
39.94343516666667, -75.19972266666667, -7.480000019073486
39.943436166666665, -75.19972183333333, -7.53000020980835
39.94343666666667, -75.1997215, -7.639999866485596
39.943437, -75.19972083333333, -7.659999847412109
39.94343766666667, -75.19972066666666, -7.699999809265137
39.94343883333333, -75.19971933333333, -7.789999961853027
39.94343983333333, -75.1997185, -7.809999942779541
39.94344066666667, -75.19971816666666, -7.78000020980835
39.943441666666665, -75.199718, -7.769999980926514
39.94344283333333, -75.19971783333334, -7.78000020980835
39.94344366666667, -75.19971766666666, -7.829999923706055
39.94344433333333, -75.19971749999999, -7.800000190734863
39.94344516666667, -75.19971716666667, -7.829999923706055
39.943446, -75.19971699999999, -7.849999904632568
39.94344666666667, -75.19971683333333, -7.829999923706055
39.94344716666667, -75.19971650000001, -7.840000152587891
39.94344733333333, -75.19971633333333, -7.860000133514404
39.94344816666667, -75.19971566666666, -7.920000076293945
39.94344866666667, -75.19971583333333, -7.949999809265137
39.943449333333334, -75.1997155, -7.889999866485596
39.94345016666667, -75.199715, -7.909999847412109
39.94345066666666, -75.19971483333333, -7.900000095367432
39.943451333333336, -75.1997145, -7.909999847412109
39.943452, -75.1997145, -7.949999809265137
39.94345233333333, -75.19971383333333, -7.929999828338623
39.943452666666666, -75.19971366666667, -7.949999809265137
39.943453, -75.19971383333333, -7.929999828338623
39.943453500000004, -75.1997135, -7.940000057220459
