x, y, z 
39.943858, -75.1993475, -6.03000020980835
39.943857333333334, -75.19934866666668, -6.039999961853027
39.9438565, -75.19934983333333, -6.039999961853027
39.94385533333333, -75.19935149999999, -6.079999923706055
39.9438545, -75.19935266666667, -6.070000171661377
39.94385283333334, -75.199355, -6.090000152587891
39.94385216666667, -75.19935600000001, -6.079999923706055
39.943851333333335, -75.19935716666667, -6.090000152587891
39.94385066666667, -75.19935816666666, -6.099999904632568
39.94384983333334, -75.19935933333333, -6.110000133514404
39.94384883333333, -75.199361, -6.099999904632568
39.94384816666666, -75.19936233333333, -6.119999885559082
39.9438475, -75.199364, -6.130000114440918
39.943846666666666, -75.19936550000001, -6.119999885559082
39.94384566666667, -75.199367, -6.119999885559082
39.94384516666666, -75.19936883333334, -6.119999885559082
39.94384516666666, -75.19937083333333, -6.150000095367432
39.943844, -75.19937433333332, -6.119999885559082
39.9438435, -75.19937750000001, -6.130000114440918
39.943842499999995, -75.19938033333332, -6.170000076293945
39.94384133333333, -75.19938333333333, -6.179999828338623
39.943840333333334, -75.19938633333332, -6.210000038146973
39.94383933333334, -75.19938933333333, -6.210000038146973
39.943838166666666, -75.19939233333334, -6.199999809265137
39.943837, -75.19939516666666, -6.239999771118164
39.943834833333334, -75.19939983333333, -6.25
39.94383266666667, -75.19940433333333, -6.269999980926514
39.94382983333333, -75.19940966666667, -6.289999961853027
39.943827000000006, -75.19941583333333, -6.349999904632568
39.943824666666664, -75.19942216666666, -6.400000095367432
39.94382183333333, -75.19942883333333, -6.449999809265137
39.943819, -75.19943566666667, -6.559999942779541
39.943815, -75.1994455, -6.630000114440918
39.9438125, -75.19945166666666, -6.670000076293945
39.94381016666667, -75.19945733333334, -6.710000038146973
39.94380783333334, -75.19946283333334, -6.739999771118164
39.9438055, -75.1994685, -6.769999980926514
39.94380366666667, -75.19947366666666, -6.800000190734863
39.94380183333333, -75.19947883333333, -6.840000152587891
39.943800499999995, -75.19948366666667, -6.860000133514404
39.943798666666666, -75.19949, -6.900000095367432
39.943797333333336, -75.19949433333333, -6.96999979019165
39.943796, -75.19949883333334, -7.0
39.94379483333333, -75.19950416666667, -7.010000228881836
39.94379366666667, -75.19950983333334, -7.050000190734863
39.94379216666667, -75.19951566666667, -7.070000171661377
39.94379066666667, -75.19952066666666, -7.110000133514404
39.94378916666667, -75.1995255, -7.159999847412109
39.94378716666667, -75.1995325, -7.199999809265137
39.94378566666667, -75.19953716666667, -7.199999809265137
39.94378433333333, -75.1995415, -7.230000019073486
39.94378266666667, -75.19954566666667, -7.289999961853027
39.943780999999994, -75.19955033333333, -7.369999885559082
39.943779166666666, -75.1995555, -7.360000133514404
39.943777, -75.19956166666665, -7.449999809265137
39.943773, -75.1995715, -7.539999961853027
39.943770666666666, -75.19957816666667, -7.690000057220459
39.943768, -75.19958483333333, -7.769999980926514
39.94376533333333, -75.1995915, -7.820000171661377
39.943762666666665, -75.199598, -7.900000095367432
39.94376016666667, -75.19960416666666, -7.909999847412109
39.943758, -75.19960983333334, -7.949999809265137
39.94375633333333, -75.1996155, -7.949999809265137
39.943753666666666, -75.19962383333333, -7.960000038146973
39.94375216666666, -75.19962933333333, -7.960000038146973
39.943750666666666, -75.19963433333334, -8.010000228881836
39.943749499999996, -75.19963899999999, -7.960000038146973
39.9437485, -75.19964350000001, -7.989999771118164
39.94374766666667, -75.19964833333333, -7.980000019073486
39.94374666666667, -75.19965366666666, -8.020000457763672
39.94374583333333, -75.19965983333333, -8.0
39.94374383333333, -75.19966933333333, -7.980000019073486
39.9437425, -75.19967516666667, -7.980000019073486
39.943741333333335, -75.19968033333333, -8.010000228881836
39.943740166666664, -75.19968533333333, -8.0
39.943739, -75.19969016666667, -8.0
39.94373733333334, -75.199695, -7.980000019073486
39.94373566666666, -75.1996995, -7.960000038146973
39.94373316666667, -75.199707, -7.96999979019165
39.94373133333333, -75.19971283333332, -7.960000038146973
39.94372916666667, -75.1997195, -7.980000019073486
39.943726999999996, -75.19972666666666, -7.989999771118164
39.9437245, -75.19973350000001, -7.949999809265137
39.94372233333333, -75.19974016666667, -7.980000019073486
39.9437195, -75.19974616666667, -7.989999771118164
39.94371683333333, -75.1997525, -8.0
39.943713333333335, -75.199763, -8.0
39.943711, -75.19976983333332, -7.989999771118164
39.943709, -75.19977666666666, -8.010000228881836
39.94370683333333, -75.19978316666668, -8.029999732971191
39.94370516666667, -75.19978966666666, -8.039999961853027
39.94370333333333, -75.19979616666666, -8.029999732971191
39.94370133333334, -75.19980266666667, -8.050000190734863
39.94369983333333, -75.19980933333333, -8.09000015258789
39.94369733333333, -75.19982, -8.09000015258789
39.9436955, -75.19982750000001, -8.100000381469727
39.943693333333336, -75.19983483333334, -8.119999885559082
39.94369133333333, -75.19984183333332, -8.149999618530273
39.943689666666664, -75.19984816666667, -8.180000305175781
39.943687833333335, -75.19985483333333, -8.1899995803833
39.94368566666667, -75.19986216666666, -8.170000076293945
39.94368233333333, -75.19987383333334, -8.199999809265137
39.94368, -75.1998815, -8.170000076293945
39.94367733333333, -75.19988916666667, -8.130000114440918
39.94367516666667, -75.19989666666667, -8.119999885559082
39.94367316666667, -75.199904, -8.09000015258789
39.943671, -75.19991133333333, -8.100000381469727
39.94366916666667, -75.1999185, -8.100000381469727
39.94366733333333, -75.19992533333334, -8.09000015258789
39.9436645, -75.19993566666668, -8.0600004196167
39.94366266666667, -75.19994249999999, -8.039999961853027
39.94366083333333, -75.1999495, -8.050000190734863
39.94365883333333, -75.19995650000001, -8.0600004196167
39.94365683333333, -75.19996383333334, -8.079999923706055
39.94365483333333, -75.19997133333332, -8.09000015258789
39.94365266666667, -75.19997883333333, -8.0600004196167
39.94365066666667, -75.19998633333333, -8.010000228881836
39.94364733333334, -75.19999750000001, -7.989999771118164
39.943645, -75.20000499999999, -7.980000019073486
39.9436425, -75.2000125, -7.940000057220459
39.94364033333333, -75.20001966666668, -7.920000076293945
39.943638166666666, -75.20002683333334, -7.960000038146973
39.943636, -75.200034, -7.949999809265137
39.94363366666666, -75.200041, -7.949999809265137
39.9436315, -75.200048, -7.920000076293945
39.94362816666667, -75.20005866666666, -7.900000095367432
39.943625833333336, -75.20006583333334, -7.909999847412109
39.94362366666667, -75.20007333333334, -7.900000095367432
39.9436215, -75.20008083333333, -7.860000133514404
39.94361933333333, -75.20008833333333, -7.869999885559082
39.94361716666666, -75.20009566666666, -7.590000152587891
39.94361516666667, -75.200103, -7.590000152587891
39.943613, -75.20011016666668, -7.860000133514404
39.94360983333333, -75.2001205, -7.880000114440918
39.9436075, -75.2001275, -7.880000114440918
39.943605000000005, -75.200135, -7.860000133514404
39.9436025, -75.20014233333333, -7.849999904632568
39.943599999999996, -75.20015, -7.639999866485596
39.9435975, -75.20015749999999, -7.28000020980835
39.943594833333336, -75.20016516666666, -7.269999980926514
39.94359083333333, -75.20017666666666, -7.269999980926514
39.943588500000004, -75.20018416666667, -7.289999961853027
39.943585666666664, -75.20019166666665, -7.21999979019165
39.94358333333333, -75.20019900000001, -7.199999809265137
39.943580833333336, -75.20020616666667, -7.119999885559082
39.943578499999994, -75.20021316666666, -7.019999980926514
39.94357633333333, -75.20022033333333, -7.010000228881836
39.94357383333333, -75.2002275, -6.900000095367432
39.94356983333333, -75.20023883333333, -6.96999979019165
39.94356783333333, -75.2002465, -6.730000019073486
39.94356583333333, -75.20025383333333, -6.610000133514404
39.94356383333333, -75.20026116666666, -6.539999961853027
39.94356166666667, -75.20026816666667, -6.5
39.94355983333333, -75.20027449999999, -6.53000020980835
39.94355783333333, -75.20028099999999, -6.420000076293945
39.943555999999994, -75.2002875, -6.309999942779541
39.943552999999994, -75.20029783333332, -6.139999866485596
39.94355066666667, -75.20030483333333, -5.929999828338623
39.943548666666665, -75.20031116666668, -5.900000095367432
39.94354733333333, -75.200317, -6.019999980926514
39.94354583333333, -75.20032283333333, -6.050000190734863
39.9435445, -75.20032866666666, -6.079999923706055
39.94354333333333, -75.2003345, -5.989999771118164
39.94354233333333, -75.20034016666666, -5.840000152587891
39.94354166666667, -75.2003485, -5.489999771118164
39.94354216666667, -75.20035383333334, -5.460000038146973
39.94354316666667, -75.20035883333334, -5.409999847412109
39.94354433333333, -75.200363, -5.329999923706055
39.94354516666667, -75.20036683333333, -5.349999904632568
39.943546999999995, -75.20037016666667, -5.329999923706055
39.94355016666667, -75.200372, -5.440000057220459
39.94355333333333, -75.20037533333334, -5.53000020980835
39.943555999999994, -75.20037666666667, -5.699999809265137
39.9435585, -75.20037633333332, -5.699999809265137
39.94355983333333, -75.200376, -5.989999771118164
39.943561333333335, -75.20037533333334, -6.170000076293945
39.94356266666667, -75.20037366666666, -6.170000076293945
39.94356466666667, -75.20037133333334, -6.449999809265137
39.943565, -75.20036766666666, -6.449999809265137
39.94356383333333, -75.200362, -6.489999771118164
39.94356266666667, -75.20035966666666, -6.489999771118164
39.9435615, -75.20035833333333, -6.480000019073486
39.943561, -75.20035683333334, -6.510000228881836
39.94356083333333, -75.200355, -6.440000057220459
39.94356066666667, -75.2003525, -6.389999866485596
39.94356033333334, -75.20035066666667, -6.440000057220459
39.94356083333333, -75.200349, -6.360000133514404
39.9435625, -75.20034766666666, -6.380000114440918
39.94356466666667, -75.20034766666666, -6.409999847412109
39.94356633333334, -75.20034766666666, -6.460000038146973
39.943568, -75.20034783333334, -6.460000038146973
39.94356983333333, -75.2003485, -6.480000019073486
39.94357166666667, -75.200349, -6.570000171661377
39.9435735, -75.200349, -6.590000152587891
39.943576166666666, -75.20034816666666, -6.630000114440918
39.94357816666666, -75.200347, -6.699999809265137
39.94358, -75.2003455, -6.739999771118164
39.94358116666667, -75.20034383333333, -6.78000020980835
39.94358116666667, -75.2003415, -6.78000020980835
39.9435815, -75.20033866666667, -6.800000190734863
39.94358116666667, -75.20033683333332, -6.860000133514404
39.94358066666667, -75.20033466666668, -6.820000171661377
39.94358116666667, -75.20033083333333, -6.800000190734863
